UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,time_step,window_id
7593,M22452,M,300.5,311.2,1551,36.6,205,0,0,0,0,0,0,2,1518
7594,L54773,L,300.5,311.2,1270,67.5,208,1,0,0,0,1,0,3,1518
7595,L54774,L,300.6,311.3,1531,38.5,0,0,0,0,0,0,0,4,1518
7596,H37009,H,300.5,311.2,1397,45.2,2,0,0,0,0,0,0,5,1518
7597,L54776,L,300.5,311.1,1547,37.2,7,0,0,0,0,0,0,6,1518
7598,L54777,L,300.5,311.0,2074,18.9,9,0,0,0,0,0,0,7,1518
7599,L54778,L,300.5,311.1,1491,42.6,11,0,0,0,0,0,0,8,1518
7600,L54779,L,300.5,311.0,1759,28.3,13,0,0,0,0,0,0,9,1518
7596,H37009,H,300.5,311.2,1397,45.2,2,0,0,0,0,0,0,0,1519
7597,L54776,L,300.5,311.1,1547,37.2,7,0,0,0,0,0,0,1,1519
7598,L54777,L,300.5,311.0,2074,18.9,9,0,0,0,0,0,0,2,1519
7599,L54778,L,300.5,311.1,1491,42.6,11,0,0,0,0,0,0,3,1519
7600,L54779,L,300.5,311.0,1759,28.3,13,0,0,0,0,0,0,4,1519
7601,M22460,M,300.4,311.0,1595,35.4,15,0,0,0,0,0,0,5,1519
7602,L54781,L,300.4,311.2,1351,62.0,18,0,0,0,0,0,0,6,1519
7603,L54782,L,300.4,311.2,1705,28.7,20,0,0,0,0,0,0,7,1519
7604,L54783,L,300.4,311.2,1406,43.6,22,0,0,0,0,0,0,8,1519
7605,L54784,L,300.4,311.3,1639,34.6,24,0,0,0,0,0,0,9,1519
7601,M22460,M,300.4,311.0,1595,35.4,15,0,0,0,0,0,0,0,1520
7602,L54781,L,300.4,311.2,1351,62.0,18,0,0,0,0,0,0,1,1520
7603,L54782,L,300.4,311.2,1705,28.7,20,0,0,0,0,0,0,2,1520
7604,L54783,L,300.4,311.2,1406,43.6,22,0,0,0,0,0,0,3,1520
7605,L54784,L,300.4,311.3,1639,34.6,24,0,0,0,0,0,0,4,1520
7606,H37019,H,300.4,311.3,2026,20.3,26,0,0,0,0,0,0,5,1520
7607,M22466,M,300.4,311.3,1350,56.5,31,0,0,0,0,0,0,6,1520
7608,M22467,M,300.5,311.3,1468,41.1,34,0,0,0,0,0,0,7,1520
7609,L54788,L,300.5,311.4,1642,27.1,37,0,0,0,0,0,0,8,1520
7610,L54789,L,300.5,311.3,1490,41.8,39,0,0,0,0,0,0,9,1520
7606,H37019,H,300.4,311.3,2026,20.3,26,0,0,0,0,0,0,0,1521
7607,M22466,M,300.4,311.3,1350,56.5,31,0,0,0,0,0,0,1,1521
7608,M22467,M,300.5,311.3,1468,41.1,34,0,0,0,0,0,0,2,1521
7609,L54788,L,300.5,311.4,1642,27.1,37,0,0,0,0,0,0,3,1521
7610,L54789,L,300.5,311.3,1490,41.8,39,0,0,0,0,0,0,4,1521
7611,M22470,M,300.5,311.3,1507,43.4,41,0,0,0,0,0,0,5,1521
7612,L54791,L,300.5,311.4,1611,32.7,44,0,0,0,0,0,0,6,1521
7613,M22472,M,300.5,311.4,1743,27.6,46,0,0,0,0,0,0,7,1521
7614,L54793,L,300.5,311.3,1475,46.3,49,0,0,0,0,0,0,8,1521
7615,L54794,L,300.5,311.4,1432,47.5,51,0,0,0,0,0,0,9,1521
7611,M22470,M,300.5,311.3,1507,43.4,41,0,0,0,0,0,0,0,1522
7612,L54791,L,300.5,311.4,1611,32.7,44,0,0,0,0,0,0,1,1522
7613,M22472,M,300.5,311.4,1743,27.6,46,0,0,0,0,0,0,2,1522
7614,L54793,L,300.5,311.3,1475,46.3,49,0,0,0,0,0,0,3,1522
7615,L54794,L,300.5,311.4,1432,47.5,51,0,0,0,0,0,0,4,1522
7616,L54795,L,300.5,311.4,1442,47.0,53,0,0,0,0,0,0,5,1522
7617,M22476,M,300.6,311.4,1468,40.4,55,0,0,0,0,0,0,6,1522
7618,L54797,L,300.5,311.4,1556,45.3,58,0,0,0,0,0,0,7,1522
7619,M22478,M,300.5,311.4,1312,51.4,60,0,0,0,0,0,0,8,1522
7620,L54799,L,300.6,311.5,1459,47.0,63,0,0,0,0,0,0,9,1522
7616,L54795,L,300.5,311.4,1442,47.0,53,0,0,0,0,0,0,0,1523
7617,M22476,M,300.6,311.4,1468,40.4,55,0,0,0,0,0,0,1,1523
7618,L54797,L,300.5,311.4,1556,45.3,58,0,0,0,0,0,0,2,1523
7619,M22478,M,300.5,311.4,1312,51.4,60,0,0,0,0,0,0,3,1523
7620,L54799,L,300.6,311.5,1459,47.0,63,0,0,0,0,0,0,4,1523
7621,L54800,L,300.5,311.5,1651,36.9,65,0,0,0,0,0,0,5,1523
7622,L54801,L,300.5,311.5,1490,38.4,67,0,0,0,0,0,0,6,1523
7623,M22482,M,300.6,311.6,1473,31.5,69,0,0,0,0,0,0,7,1523
7624,L54803,L,300.6,311.7,1734,29.9,72,0,0,0,0,0,0,8,1523
7625,L54804,L,300.6,311.7,1507,45.5,74,0,0,0,0,0,0,9,1523
7621,L54800,L,300.5,311.5,1651,36.9,65,0,0,0,0,0,0,0,1524
7622,L54801,L,300.5,311.5,1490,38.4,67,0,0,0,0,0,0,1,1524
7623,M22482,M,300.6,311.6,1473,31.5,69,0,0,0,0,0,0,2,1524
7624,L54803,L,300.6,311.7,1734,29.9,72,0,0,0,0,0,0,3,1524
7625,L54804,L,300.6,311.7,1507,45.5,74,0,0,0,0,0,0,4,1524
7626,L54805,L,300.6,311.7,1556,34.9,76,0,0,0,0,0,0,5,1524
7627,H37040,H,300.5,311.6,1351,53.5,78,0,0,0,0,0,0,6,1524
7628,L54807,L,300.5,311.7,1445,44.8,83,0,0,0,0,0,0,7,1524
7629,L54808,L,300.5,311.7,1619,32.7,85,0,0,0,0,0,0,8,1524
7630,M22489,M,300.5,311.7,1269,64.0,87,0,0,0,0,0,0,9,1524
7626,L54805,L,300.6,311.7,1556,34.9,76,0,0,0,0,0,0,0,1525
7627,H37040,H,300.5,311.6,1351,53.5,78,0,0,0,0,0,0,1,1525
7628,L54807,L,300.5,311.7,1445,44.8,83,0,0,0,0,0,0,2,1525
7629,L54808,L,300.5,311.7,1619,32.7,85,0,0,0,0,0,0,3,1525
7630,M22489,M,300.5,311.7,1269,64.0,87,0,0,0,0,0,0,4,1525
7631,L54810,L,300.5,311.6,1534,37.7,90,0,0,0,0,0,0,5,1525
7632,L54811,L,300.5,311.6,1444,49.3,92,0,0,0,0,0,0,6,1525
7633,L54812,L,300.5,311.6,1744,26.8,94,0,0,0,0,0,0,7,1525
7634,L54813,L,300.4,311.5,1441,44.6,96,0,0,0,0,0,0,8,1525
7635,M22494,M,300.3,311.3,1506,40.7,98,0,0,0,0,0,0,9,1525
7631,L54810,L,300.5,311.6,1534,37.7,90,0,0,0,0,0,0,0,1526
7632,L54811,L,300.5,311.6,1444,49.3,92,0,0,0,0,0,0,1,1526
7633,L54812,L,300.5,311.6,1744,26.8,94,0,0,0,0,0,0,2,1526
7634,L54813,L,300.4,311.5,1441,44.6,96,0,0,0,0,0,0,3,1526
7635,M22494,M,300.3,311.3,1506,40.7,98,0,0,0,0,0,0,4,1526
7636,L54815,L,300.3,311.4,1526,38.5,101,0,0,0,0,0,0,5,1526
7637,L54816,L,300.4,311.5,1704,29.7,103,0,0,0,0,0,0,6,1526
7638,H37051,H,300.4,311.4,1445,52.4,105,0,0,0,0,0,0,7,1526
7639,L54818,L,300.5,311.5,1661,35.9,110,0,0,0,0,0,0,8,1526
7640,L54819,L,300.5,311.4,1466,41.8,112,0,0,0,0,0,0,9,1526
7636,L54815,L,300.3,311.4,1526,38.5,101,0,0,0,0,0,0,0,1527
7637,L54816,L,300.4,311.5,1704,29.7,103,0,0,0,0,0,0,1,1527
7638,H37051,H,300.4,311.4,1445,52.4,105,0,0,0,0,0,0,2,1527
7639,L54818,L,300.5,311.5,1661,35.9,110,0,0,0,0,0,0,3,1527
7640,L54819,L,300.5,311.4,1466,41.8,112,0,0,0,0,0,0,4,1527
7641,L54820,L,300.4,311.3,1608,35.1,114,0,0,0,0,0,0,5,1527
7642,M22501,M,300.4,311.4,1352,57.3,116,0,0,0,0,0,0,6,1527
7643,M22502,M,300.4,311.4,1604,31.7,119,0,0,0,0,0,0,7,1527
7644,H37057,H,300.4,311.4,1427,50.7,122,0,0,0,0,0,0,8,1527
7645,L54824,L,300.4,311.4,1424,44.6,127,0,0,0,0,0,0,9,1527
7641,L54820,L,300.4,311.3,1608,35.1,114,0,0,0,0,0,0,0,1528
7642,M22501,M,300.4,311.4,1352,57.3,116,0,0,0,0,0,0,1,1528
7643,M22502,M,300.4,311.4,1604,31.7,119,0,0,0,0,0,0,2,1528
7644,H37057,H,300.4,311.4,1427,50.7,122,0,0,0,0,0,0,3,1528
7645,L54824,L,300.4,311.4,1424,44.6,127,0,0,0,0,0,0,4,1528
7646,L54825,L,300.4,311.4,1662,29.3,129,0,0,0,0,0,0,5,1528
7647,L54826,L,300.4,311.4,1936,23.9,131,0,0,0,0,0,0,6,1528
7648,L54827,L,300.4,311.4,1728,31.7,133,0,0,0,0,0,0,7,1528
7649,L54828,L,300.4,311.4,1552,28.8,135,0,0,0,0,0,0,8,1528
7650,H37063,H,300.4,311.5,1662,29.0,137,0,0,0,0,0,0,9,1528
7646,L54825,L,300.4,311.4,1662,29.3,129,0,0,0,0,0,0,0,1529
7647,L54826,L,300.4,311.4,1936,23.9,131,0,0,0,0,0,0,1,1529
7648,L54827,L,300.4,311.4,1728,31.7,133,0,0,0,0,0,0,2,1529
7649,L54828,L,300.4,311.4,1552,28.8,135,0,0,0,0,0,0,3,1529
7650,H37063,H,300.4,311.5,1662,29.0,137,0,0,0,0,0,0,4,1529
7651,L54830,L,300.3,311.4,1343,57.7,142,0,0,0,0,0,0,5,1529
7652,M22511,M,300.4,311.5,1476,32.6,144,0,0,0,0,0,0,6,1529
7653,L54832,L,300.3,311.4,1346,51.1,147,0,0,0,0,0,0,7,1529
7654,L54833,L,300.4,311.5,1492,44.6,149,0,0,0,0,0,0,8,1529
7655,M22514,M,300.3,311.5,1540,41.5,151,0,0,0,0,0,0,9,1529
7651,L54830,L,300.3,311.4,1343,57.7,142,0,0,0,0,0,0,0,1530
7652,M22511,M,300.4,311.5,1476,32.6,144,0,0,0,0,0,0,1,1530
7653,L54832,L,300.3,311.4,1346,51.1,147,0,0,0,0,0,0,2,1530
7654,L54833,L,300.4,311.5,1492,44.6,149,0,0,0,0,0,0,3,1530
7655,M22514,M,300.3,311.5,1540,41.5,151,0,0,0,0,0,0,4,1530
7656,L54835,L,300.4,311.5,1596,32.5,154,0,0,0,0,0,0,5,1530
7657,L54836,L,300.5,311.6,1541,47.8,156,0,0,0,0,0,0,6,1530
7658,L54837,L,300.5,311.6,1661,30.0,158,0,0,0,0,0,0,7,1530
7659,M22518,M,300.4,311.6,1359,55.4,160,0,0,0,0,0,0,8,1530
7660,L54839,L,300.5,311.6,1528,42.4,163,0,0,0,0,0,0,9,1530
7656,L54835,L,300.4,311.5,1596,32.5,154,0,0,0,0,0,0,0,1531
7657,L54836,L,300.5,311.6,1541,47.8,156,0,0,0,0,0,0,1,1531
7658,L54837,L,300.5,311.6,1661,30.0,158,0,0,0,0,0,0,2,1531
7659,M22518,M,300.4,311.6,1359,55.4,160,0,0,0,0,0,0,3,1531
7660,L54839,L,300.5,311.6,1528,42.4,163,0,0,0,0,0,0,4,1531
7661,M22520,M,300.5,311.6,1246,52.9,165,0,0,0,0,0,0,5,1531
7662,L54841,L,300.5,311.6,1575,32.5,168,0,0,0,0,0,0,6,1531
7663,M22522,M,300.5,311.6,1658,30.4,170,0,0,0,0,0,0,7,1531
7664,L54843,L,300.5,311.6,1385,54.8,173,0,0,0,0,0,0,8,1531
7665,H37078,H,300.5,311.7,1454,50.3,175,0,0,0,0,0,0,9,1531
7661,M22520,M,300.5,311.6,1246,52.9,165,0,0,0,0,0,0,0,1532
7662,L54841,L,300.5,311.6,1575,32.5,168,0,0,0,0,0,0,1,1532
7663,M22522,M,300.5,311.6,1658,30.4,170,0,0,0,0,0,0,2,1532
7664,L54843,L,300.5,311.6,1385,54.8,173,0,0,0,0,0,0,3,1532
7665,H37078,H,300.5,311.7,1454,50.3,175,0,0,0,0,0,0,4,1532
7666,L54845,L,300.5,311.6,1497,40.5,180,0,0,0,0,0,0,5,1532
7667,M22526,M,300.6,311.7,1424,50.8,182,0,0,0,0,0,0,6,1532
7668,L54847,L,300.6,311.7,1528,43.9,185,0,0,0,0,0,0,7,1532
7669,L54848,L,300.6,311.8,1539,37.0,187,0,0,0,0,0,0,8,1532
7670,L54849,L,300.7,311.8,1336,58.4,189,1,0,0,0,1,0,9,1532
7666,L54845,L,300.5,311.6,1497,40.5,180,0,0,0,0,0,0,0,1533
7667,M22526,M,300.6,311.7,1424,50.8,182,0,0,0,0,0,0,1,1533
7668,L54847,L,300.6,311.7,1528,43.9,185,0,0,0,0,0,0,2,1533
7669,L54848,L,300.6,311.8,1539,37.0,187,0,0,0,0,0,0,3,1533
7670,L54849,L,300.7,311.8,1336,58.4,189,1,0,0,0,1,0,4,1533
7671,L54850,L,300.5,311.6,1525,37.6,191,0,0,0,0,0,0,5,1533
7672,M22531,M,300.5,311.6,1456,51.1,193,0,0,0,0,0,0,6,1533
7673,M22532,M,300.5,311.7,2141,17.2,196,0,0,0,0,0,0,7,1533
7674,M22533,M,300.5,311.6,1476,39.1,199,0,0,0,0,0,0,8,1533
7675,L54854,L,300.5,311.6,1509,47.2,202,0,0,0,0,0,0,9,1533
7671,L54850,L,300.5,311.6,1525,37.6,191,0,0,0,0,0,0,0,1534
7672,M22531,M,300.5,311.6,1456,51.1,193,0,0,0,0,0,0,1,1534
7673,M22532,M,300.5,311.7,2141,17.2,196,0,0,0,0,0,0,2,1534
7674,M22533,M,300.5,311.6,1476,39.1,199,0,0,0,0,0,0,3,1534
7675,L54854,L,300.5,311.6,1509,47.2,202,0,0,0,0,0,0,4,1534
7676,L54855,L,300.5,311.6,1447,45.4,204,0,0,0,0,0,0,5,1534
7677,L54856,L,300.6,311.7,1448,49.1,206,0,0,0,0,0,0,6,1534
7678,L54857,L,300.6,311.7,1428,52.6,208,0,0,0,0,0,0,7,1534
7679,M22538,M,300.6,311.7,1389,52.1,210,0,0,0,0,0,0,8,1534
7680,L54859,L,300.7,311.7,1635,32.4,213,0,0,0,0,0,0,9,1534
7676,L54855,L,300.5,311.6,1447,45.4,204,0,0,0,0,0,0,0,1535
7677,L54856,L,300.6,311.7,1448,49.1,206,0,0,0,0,0,0,1,1535
7678,L54857,L,300.6,311.7,1428,52.6,208,0,0,0,0,0,0,2,1535
7679,M22538,M,300.6,311.7,1389,52.1,210,0,0,0,0,0,0,3,1535
7680,L54859,L,300.7,311.7,1635,32.4,213,0,0,0,0,0,0,4,1535
7681,L54860,L,300.7,311.7,1395,43.7,215,0,0,0,0,0,0,5,1535
7682,L54861,L,300.7,311.8,1443,43.7,217,0,0,0,0,0,0,6,1535
7683,M22542,M,300.7,311.7,1412,49.1,219,0,0,0,0,0,0,7,1535
7684,L54863,L,300.7,311.7,1524,43.5,222,0,0,0,0,0,0,8,1535
7685,M22544,M,300.7,311.8,1407,42.4,224,0,0,0,0,0,0,9,1535
7681,L54860,L,300.7,311.7,1395,43.7,215,0,0,0,0,0,0,0,1536
7682,L54861,L,300.7,311.8,1443,43.7,217,0,0,0,0,0,0,1,1536
7683,M22542,M,300.7,311.7,1412,49.1,219,0,0,0,0,0,0,2,1536
7684,L54863,L,300.7,311.7,1524,43.5,222,0,0,0,0,0,0,3,1536
7685,M22544,M,300.7,311.8,1407,42.4,224,0,0,0,0,0,0,4,1536
7686,L54865,L,300.8,311.7,1397,43.5,227,0,0,0,0,0,0,5,1536
7687,M22546,M,300.7,311.7,1504,36.9,229,0,0,0,0,0,0,6,1536
7688,M22547,M,300.7,311.7,2097,18.9,232,1,1,0,0,0,0,7,1536
7689,L54868,L,300.6,311.7,1553,39.8,0,0,0,0,0,0,0,8,1536
7690,L54869,L,300.6,311.7,1432,39.2,2,0,0,0,0,0,0,9,1536
7686,L54865,L,300.8,311.7,1397,43.5,227,0,0,0,0,0,0,0,1537
7687,M22546,M,300.7,311.7,1504,36.9,229,0,0,0,0,0,0,1,1537
7688,M22547,M,300.7,311.7,2097,18.9,232,1,1,0,0,0,0,2,1537
7689,L54868,L,300.6,311.7,1553,39.8,0,0,0,0,0,0,0,3,1537
7690,L54869,L,300.6,311.7,1432,39.2,2,0,0,0,0,0,0,4,1537
7691,M22550,M,300.5,311.6,1577,36.5,4,0,0,0,0,0,0,5,1537
7692,M22551,M,300.5,311.5,1370,56.1,7,0,0,0,0,0,0,6,1537
7693,H37106,H,300.5,311.6,1506,36.2,10,0,0,0,0,0,0,7,1537
7694,L54873,L,300.6,311.6,1964,21.4,15,0,0,0,0,0,0,8,1537
7695,H37108,H,300.6,311.7,1500,36.7,17,0,0,0,0,0,0,9,1537
7691,M22550,M,300.5,311.6,1577,36.5,4,0,0,0,0,0,0,0,1538
7692,M22551,M,300.5,311.5,1370,56.1,7,0,0,0,0,0,0,1,1538
7693,H37106,H,300.5,311.6,1506,36.2,10,0,0,0,0,0,0,2,1538
7694,L54873,L,300.6,311.6,1964,21.4,15,0,0,0,0,0,0,3,1538
7695,H37108,H,300.6,311.7,1500,36.7,17,0,0,0,0,0,0,4,1538
7696,L54875,L,300.6,311.7,1488,47.7,22,0,0,0,0,0,0,5,1538
7697,H37110,H,300.6,311.5,1282,60.2,24,0,0,0,0,0,0,6,1538
7698,L54877,L,300.5,311.4,1400,45.1,29,0,0,0,0,0,0,7,1538
7699,L54878,L,300.6,311.5,1419,38.6,31,0,0,0,0,0,0,8,1538
7700,M22559,M,300.7,311.5,1441,40.6,33,0,0,0,0,0,0,9,1538
7696,L54875,L,300.6,311.7,1488,47.7,22,0,0,0,0,0,0,0,1539
7697,H37110,H,300.6,311.5,1282,60.2,24,0,0,0,0,0,0,1,1539
7698,L54877,L,300.5,311.4,1400,45.1,29,0,0,0,0,0,0,2,1539
7699,L54878,L,300.6,311.5,1419,38.6,31,0,0,0,0,0,0,3,1539
7700,M22559,M,300.7,311.5,1441,40.6,33,0,0,0,0,0,0,4,1539
7701,M22560,M,300.7,311.6,1348,62.5,36,0,0,0,0,0,0,5,1539
7702,H37115,H,300.8,311.7,1468,38.7,39,0,0,0,0,0,0,6,1539
7703,M22562,M,300.7,311.7,1701,30.8,44,0,0,0,0,0,0,7,1539
7704,H37117,H,300.7,311.7,1864,23.6,47,0,0,0,0,0,0,8,1539
7705,M22564,M,300.6,311.6,1630,31.8,52,0,0,0,0,0,0,9,1539
7701,M22560,M,300.7,311.6,1348,62.5,36,0,0,0,0,0,0,0,1540
7702,H37115,H,300.8,311.7,1468,38.7,39,0,0,0,0,0,0,1,1540
7703,M22562,M,300.7,311.7,1701,30.8,44,0,0,0,0,0,0,2,1540
7704,H37117,H,300.7,311.7,1864,23.6,47,0,0,0,0,0,0,3,1540
7705,M22564,M,300.6,311.6,1630,31.8,52,0,0,0,0,0,0,4,1540
7706,L54885,L,300.5,311.5,1316,49.7,55,0,0,0,0,0,0,5,1540
7707,L54886,L,300.5,311.5,1708,31.2,57,0,0,0,0,0,0,6,1540
7708,H37121,H,300.5,311.4,1679,27.5,59,0,0,0,0,0,0,7,1540
7709,L54888,L,300.5,311.4,1709,32.3,64,0,0,0,0,0,0,8,1540
7710,L54889,L,300.5,311.4,1445,41.5,66,0,0,0,0,0,0,9,1540
7706,L54885,L,300.5,311.5,1316,49.7,55,0,0,0,0,0,0,0,1541
7707,L54886,L,300.5,311.5,1708,31.2,57,0,0,0,0,0,0,1,1541
7708,H37121,H,300.5,311.4,1679,27.5,59,0,0,0,0,0,0,2,1541
7709,L54888,L,300.5,311.4,1709,32.3,64,0,0,0,0,0,0,3,1541
7710,L54889,L,300.5,311.4,1445,41.5,66,0,0,0,0,0,0,4,1541
7711,M22570,M,300.5,311.4,1390,51.9,68,0,0,0,0,0,0,5,1541
7712,L54891,L,300.4,311.4,1309,55.5,71,0,0,0,0,0,0,6,1541
7713,L54892,L,300.5,311.5,1499,37.6,73,0,0,0,0,0,0,7,1541
7714,M22573,M,300.5,311.4,2072,18.8,75,0,0,0,0,0,0,8,1541
7715,L54894,L,300.5,311.5,1487,43.0,78,0,0,0,0,0,0,9,1541
7711,M22570,M,300.5,311.4,1390,51.9,68,0,0,0,0,0,0,0,1542
7712,L54891,L,300.4,311.4,1309,55.5,71,0,0,0,0,0,0,1,1542
7713,L54892,L,300.5,311.5,1499,37.6,73,0,0,0,0,0,0,2,1542
7714,M22573,M,300.5,311.4,2072,18.8,75,0,0,0,0,0,0,3,1542
7715,L54894,L,300.5,311.5,1487,43.0,78,0,0,0,0,0,0,4,1542
7716,L54895,L,300.5,311.5,1302,49.6,80,0,0,0,0,0,0,5,1542
7717,M22576,M,300.5,311.5,1378,48.2,82,0,0,0,0,0,0,6,1542
7718,L54897,L,300.5,311.6,1365,53.0,85,0,0,0,0,0,0,7,1542
7719,H37132,H,300.6,311.7,1427,44.6,87,0,0,0,0,0,0,8,1542
7720,H37133,H,300.6,311.7,1535,33.3,92,0,0,0,0,0,0,9,1542
7716,L54895,L,300.5,311.5,1302,49.6,80,0,0,0,0,0,0,0,1543
7717,M22576,M,300.5,311.5,1378,48.2,82,0,0,0,0,0,0,1,1543
7718,L54897,L,300.5,311.6,1365,53.0,85,0,0,0,0,0,0,2,1543
7719,H37132,H,300.6,311.7,1427,44.6,87,0,0,0,0,0,0,3,1543
7720,H37133,H,300.6,311.7,1535,33.3,92,0,0,0,0,0,0,4,1543
7721,H37134,H,300.5,311.6,1476,41.7,97,0,0,0,0,0,0,5,1543
7722,L54901,L,300.5,311.6,1425,42.4,102,0,0,0,0,0,0,6,1543
7723,L54902,L,300.5,311.7,1409,54.7,104,0,0,0,0,0,0,7,1543
7724,L54903,L,300.5,311.6,1730,30.2,106,0,0,0,0,0,0,8,1543
7725,M22584,M,300.5,311.6,1454,41.4,108,0,0,0,0,0,0,9,1543
7721,H37134,H,300.5,311.6,1476,41.7,97,0,0,0,0,0,0,0,1544
7722,L54901,L,300.5,311.6,1425,42.4,102,0,0,0,0,0,0,1,1544
7723,L54902,L,300.5,311.7,1409,54.7,104,0,0,0,0,0,0,2,1544
7724,L54903,L,300.5,311.6,1730,30.2,106,0,0,0,0,0,0,3,1544
7725,M22584,M,300.5,311.6,1454,41.4,108,0,0,0,0,0,0,4,1544
7726,L54905,L,300.6,311.7,1744,26.9,111,0,0,0,0,0,0,5,1544
7727,M22586,M,300.8,311.9,1761,29.0,113,0,0,0,0,0,0,6,1544
7728,M22587,M,300.7,311.9,1657,30.9,116,0,0,0,0,0,0,7,1544
7729,L54908,L,300.7,311.8,1420,47.0,119,0,0,0,0,0,0,8,1544
7730,H37143,H,300.7,311.9,1329,59.2,121,0,0,0,0,0,0,9,1544
7726,L54905,L,300.6,311.7,1744,26.9,111,0,0,0,0,0,0,0,1545
7727,M22586,M,300.8,311.9,1761,29.0,113,0,0,0,0,0,0,1,1545
7728,M22587,M,300.7,311.9,1657,30.9,116,0,0,0,0,0,0,2,1545
7729,L54908,L,300.7,311.8,1420,47.0,119,0,0,0,0,0,0,3,1545
7730,H37143,H,300.7,311.9,1329,59.2,121,0,0,0,0,0,0,4,1545
7731,L54910,L,300.6,311.9,1472,44.2,126,0,0,0,0,0,0,5,1545
7732,L54911,L,300.6,312.0,1566,30.1,128,0,0,0,0,0,0,6,1545
7733,L54912,L,300.6,312.0,1430,42.7,130,0,0,0,0,0,0,7,1545
7734,L54913,L,300.6,312.0,1481,40.9,132,0,0,0,0,0,0,8,1545
7735,L54914,L,300.6,312.0,1670,29.4,134,0,0,0,0,0,0,9,1545
7731,L54910,L,300.6,311.9,1472,44.2,126,0,0,0,0,0,0,0,1546
7732,L54911,L,300.6,312.0,1566,30.1,128,0,0,0,0,0,0,1,1546
7733,L54912,L,300.6,312.0,1430,42.7,130,0,0,0,0,0,0,2,1546
7734,L54913,L,300.6,312.0,1481,40.9,132,0,0,0,0,0,0,3,1546
7735,L54914,L,300.6,312.0,1670,29.4,134,0,0,0,0,0,0,4,1546
7736,L54915,L,300.6,312.0,1406,55.1,136,0,0,0,0,0,0,5,1546
7737,H37150,H,300.6,312.1,1354,46.9,138,0,0,0,0,0,0,6,1546
7738,M22597,M,300.5,312.0,1985,19.3,143,0,0,0,0,0,0,7,1546
7739,M22598,M,300.5,312.0,1263,60.8,146,0,0,0,0,0,0,8,1546
7740,L54919,L,300.5,311.9,1576,31.1,149,0,0,0,0,0,0,9,1546
7736,L54915,L,300.6,312.0,1406,55.1,136,0,0,0,0,0,0,0,1547
7737,H37150,H,300.6,312.1,1354,46.9,138,0,0,0,0,0,0,1,1547
7738,M22597,M,300.5,312.0,1985,19.3,143,0,0,0,0,0,0,2,1547
7739,M22598,M,300.5,312.0,1263,60.8,146,0,0,0,0,0,0,3,1547
7740,L54919,L,300.5,311.9,1576,31.1,149,0,0,0,0,0,0,4,1547
7741,L54920,L,300.5,312.0,1453,45.1,151,0,0,0,0,0,0,5,1547
7742,L54921,L,300.5,312.0,1478,39.0,153,0,0,0,0,0,0,6,1547
7743,M22602,M,300.5,311.9,1323,57.9,155,0,0,0,0,0,0,7,1547
7744,L54923,L,300.5,311.9,1710,28.4,158,0,0,0,0,0,0,8,1547
7745,L54924,L,300.4,311.7,1314,59.5,160,0,0,0,0,0,0,9,1547
7741,L54920,L,300.5,312.0,1453,45.1,151,0,0,0,0,0,0,0,1548
7742,L54921,L,300.5,312.0,1478,39.0,153,0,0,0,0,0,0,1,1548
7743,M22602,M,300.5,311.9,1323,57.9,155,0,0,0,0,0,0,2,1548
7744,L54923,L,300.5,311.9,1710,28.4,158,0,0,0,0,0,0,3,1548
7745,L54924,L,300.4,311.7,1314,59.5,160,0,0,0,0,0,0,4,1548
7746,L54925,L,300.4,311.7,1460,39.6,162,0,0,0,0,0,0,5,1548
7747,M22606,M,300.4,311.7,1508,45.4,164,0,0,0,0,0,0,6,1548
7748,M22607,M,300.5,311.8,1331,55.3,167,0,0,0,0,0,0,7,1548
7749,L54928,L,300.4,311.7,1515,47.4,170,0,0,0,0,0,0,8,1548
7750,L54929,L,300.4,311.6,1674,33.0,172,0,0,0,0,0,0,9,1548
7746,L54925,L,300.4,311.7,1460,39.6,162,0,0,0,0,0,0,0,1549
7747,M22606,M,300.4,311.7,1508,45.4,164,0,0,0,0,0,0,1,1549
7748,M22607,M,300.5,311.8,1331,55.3,167,0,0,0,0,0,0,2,1549
7749,L54928,L,300.4,311.7,1515,47.4,170,0,0,0,0,0,0,3,1549
7750,L54929,L,300.4,311.6,1674,33.0,172,0,0,0,0,0,0,4,1549
7751,L54930,L,300.4,311.7,1444,51.2,174,0,0,0,0,0,0,5,1549
7752,M22611,M,300.4,311.7,1398,42.6,176,0,0,0,0,0,0,6,1549
7753,M22612,M,300.4,311.7,1832,24.2,179,0,0,0,0,0,0,7,1549
7754,M22613,M,300.5,311.8,1591,42.0,182,0,0,0,0,0,0,8,1549
7755,M22614,M,300.4,311.7,1478,39.9,185,0,0,0,0,0,0,9,1549
7751,L54930,L,300.4,311.7,1444,51.2,174,0,0,0,0,0,0,0,1550
7752,M22611,M,300.4,311.7,1398,42.6,176,0,0,0,0,0,0,1,1550
7753,M22612,M,300.4,311.7,1832,24.2,179,0,0,0,0,0,0,2,1550
7754,M22613,M,300.5,311.8,1591,42.0,182,0,0,0,0,0,0,3,1550
7755,M22614,M,300.4,311.7,1478,39.9,185,0,0,0,0,0,0,4,1550
